listing_number,id,listing_url,name,host_id,host_name,host_since,host_location,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month
372,881322,https://www.airbnb.com/rooms/881322,"Blue Sky Suite, 1 bedroom, front Medici Chapel",4605211,Mariangela,2013-01-06,"Pisa, Tuscany, Italy",9,Centro Storico,43.77482,11.25249,Entire home/apt,4,1.0,$123.00,15,45,75,350,3,0,048017LTN1631,t,8,0.56
373,881582,https://www.airbnb.com/rooms/881582,Relais Modern B&B in the center,3155042,Alberto,2012-08-04,"Florence, Tuscany, Italy",1,Centro Storico,43.78192,11.26096,Private room,2,1.0,$79.00,15,45,75,350,0,0,,t,1,0.52
374,883516,https://www.airbnb.com/rooms/883516,Cozy Apartemnt +parking next to the centre,4677306,Marialaura,2013-01-12,"Florence, Tuscany, Italy",12,Centro Storico,43.78228,11.24359,Entire home/apt,3,1.0,$63.00,20,50,80,260,11,0,048017AFR2075,f,5,1.08
375,884722,https://www.airbnb.com/rooms/884722,Swans Gold,4686825,Arianna,2013-01-13,"Florence, Tuscany, Italy",3,Centro Storico,43.76671,11.24518,Entire home/apt,2,,$55.00,27,57,87,362,1,0,,f,1,0.2
376,886453,https://www.airbnb.com/rooms/886453,in the very heart of Florence,4699530,Chiara,2013-01-14,"Florence, Tuscany, Italy",2,Centro Storico,43.76944,11.2552,Entire home/apt,11,4.0,$250.00,9,22,24,221,0,0,,t,2,0.81
377,887857,https://www.airbnb.com/rooms/887857,"At M&C, where locals live! En-suite bathroom",4708510,Marco & Cristiana,2013-01-15,"Florence, Tuscany, Italy",2,Centro Storico,43.77467,11.24327,Private room,2,1.0,$52.00,25,55,85,360,19,2,,t,2,2.33
378,890116,https://www.airbnb.com/rooms/890116,Charming 2 bedroom apt in Firenze,4127292,Caterina,2012-11-12,"Florence, Tuscany, Italy",2,Centro Storico,43.7663,11.23902,Entire home/apt,4,2.0,$96.00,20,50,50,189,1,0,,f,2,0.49
379,890248,https://www.airbnb.com/rooms/890248,Apartment in the heart of Firenze,3456493,Alessandro,2012-09-03,"Tuscany, Italy",1,Centro Storico,43.77175,11.25006,Entire home/apt,2,1.0,$67.00,0,24,54,300,2,0,,f,2,0.75
380,891034,https://www.airbnb.com/rooms/891034,Cozy room perfect location! en-suite bathroom,4708510,Marco & Cristiana,2013-01-15,"Florence, Tuscany, Italy",2,Centro Storico,43.77429,11.24503,Private room,2,1.0,$52.00,27,57,87,362,20,2,,t,2,2.86
381,892983,https://www.airbnb.com/rooms/892983,Apartment of 40 sq.m. central zone,4748917,Vanna,2013-01-18,"Florence, Tuscany, Italy",1,Centro Storico,43.76231,11.24135,Entire home/apt,4,1.0,$80.00,0,0,0,0,0,0,,f,1,0.37
382,894632,https://www.airbnb.com/rooms/894632,A Florentine Renaissence ( Santa Croce ),4762767,Fabrizio,2013-01-19,"Florence, Tuscany, Italy",2,Centro Storico,43.76953,11.26031,Entire home/apt,5,2.0,$116.00,26,56,86,361,0,0,,t,2,0.39
383,901332,https://www.airbnb.com/rooms/901332,Panoramic top floor!,4815320,Laura,2013-01-23,"Florence, Tuscany, Italy",2,Isolotto Legnaia,43.77049,11.2343,Entire home/apt,5,1.0,$90.00,0,1,1,139,1,0,,t,2,1.45
384,901910,https://www.airbnb.com/rooms/901910,UFFIZI-PONTE VECCHIO apartment,4818396,Cristiana,2013-01-23,"Florence, Tuscany, Italy",2,Centro Storico,43.76798,11.25907,Entire home/apt,6,2.0,$100.00,16,33,63,283,11,0,,t,2,1.66
385,904616,https://www.airbnb.com/rooms/904616,Chez Moi Firenze B&B,4839217,Cristina,2013-01-25,"Florence, Tuscany, Italy",3,Campo di Marte,43.78565,11.27199,Private room,4,1.0,$110.00,0,0,0,0,0,0,,t,4,0.03
386,904695,https://www.airbnb.com/rooms/904695,Studio close to touristic sites,4839597,Paolo,2013-01-25,"Pisa, Tuscany, Italy",3,Centro Storico,43.77334,11.2638,Entire home/apt,2,1.0,$40.00,9,9,9,74,8,0,,f,1,1.6
387,906429,https://www.airbnb.com/rooms/906429,Loft Pontevecchio,1035711,Barbara,2011-08-29,"Florence, Toscana, Italy",2,Centro Storico,43.76803,11.25203,Entire home/apt,4,1.0,$78.00,24,54,67,241,0,0,,f,2,0.14
388,909920,https://www.airbnb.com/rooms/909920,Modern Cool Duomo Loft in Florence,4879948,Marianna,2013-01-28,"Florence, Tuscany, Italy",4,Centro Storico,43.77407,11.25794,Entire home/apt,4,1.0,$73.00,10,40,55,289,3,1,,f,4,0.4
389,910167,https://www.airbnb.com/rooms/910167,Central historic flat in Florence,4881769,Michele,2013-01-28,"Arezzo, Tuscany, Italy",2,Centro Storico,43.77309,11.26996,Entire home/apt,2,1.0,$99.00,0,0,17,292,6,0,,t,1,1.59
390,912119,https://www.airbnb.com/rooms/912119,NICE BED&BREAKFAST IN FLORENCE,4892099,Cristina,2013-01-29,"Florence, Tuscany, Italy",6,Gavinana Galluzzo,43.7631,11.27331,Private room,2,1.0,$65.00,28,58,88,363,0,0,,f,1,0.24
391,914179,https://www.airbnb.com/rooms/914179,1 Lovely apartment in Pitti square,4907367,Ettore,2013-01-30,"Florence, Tuscany, Italy",1,Centro Storico,43.76786,11.25044,Entire home/apt,6,2.0,$240.00,27,57,87,362,0,0,,f,1,
392,918062,https://www.airbnb.com/rooms/918062,nel cuoredi firenze Ricasoli VIOLA,4929919,Lauro,2013-02-01,"Campi Bisenzio, Tuscany, Italy",6,Centro Storico,43.77493,11.25693,Entire home/apt,4,2.0,$80.00,0,0,0,0,1,0,,t,2,0.17
393,924350,https://www.airbnb.com/rooms/924350,in the heart of FlorencRICASOLI RED,4929919,Lauro,2013-02-01,"Campi Bisenzio, Tuscany, Italy",6,Centro Storico,43.77498,11.25712,Entire home/apt,7,2.0,$106.00,0,0,0,0,0,0,,t,2,0.26
394,928574,https://www.airbnb.com/rooms/928574,Historic Pitti Palace apartment,4999195,Letizia,2013-02-07,"Florence, Tuscany, Italy",1,Centro Storico,43.7653,11.24808,Entire home/apt,4,2.0,$150.00,17,47,77,313,9,0,,f,1,2.26
395,930692,https://www.airbnb.com/rooms/930692,Diana - In the heart of Florence,5012353,Ludovica & Family,2013-02-08,"Florence, Tuscany, Italy",3,Centro Storico,43.77353,11.26398,Entire home/apt,6,2.0,$150.00,28,58,88,133,0,0,,t,3,0.67
396,930864,https://www.airbnb.com/rooms/930864,Aunt Lena's apartment,5013377,Candida,2013-02-08,"Pescia, Tuscany, Italy",2,Centro Storico,43.7724,11.25123,Entire home/apt,4,3.0,$45.00,0,0,16,291,0,0,,f,1,0.07
397,931211,https://www.airbnb.com/rooms/931211,Just steps away from the Duomo,5015780,Chiara E Nicola,2013-02-08,"Florence, Tuscany, Italy",1,Centro Storico,43.77295,11.25992,Entire home/apt,2,1.0,$50.00,8,38,68,319,18,2,,t,1,1.33
398,932192,https://www.airbnb.com/rooms/932192,Loft in Palazzo Antico Vicino al Duomo,4672443,Pamela,2013-01-12,"Florence, Tuscany, Italy",1,Centro Storico,43.7725,11.25967,Entire home/apt,2,1.0,$120.00,29,59,89,301,7,1,,f,1,0.65
399,932606,https://www.airbnb.com/rooms/932606,Grande e grazioso appartamento,5018558,Enzo,2013-02-08,IT,1,Campo di Marte,43.77525,11.29704,Entire home/apt,2,1.0,$113.00,27,57,87,362,0,0,,f,1,0.01
400,933604,https://www.airbnb.com/rooms/933604,"San Lorenzo Loft, close to SMN train station",4171755,Cosimo,2012-11-17,"Florence, Tuscany, Italy",5,Centro Storico,43.77883,11.25517,Entire home/apt,4,1.0,$59.00,0,0,0,123,0,0,,t,4,0.57
401,933695,https://www.airbnb.com/rooms/933695,"San Lorenzo Terrace, suggestiva vista del Duomo",4171755,Cosimo,2012-11-17,"Florence, Tuscany, Italy",5,Centro Storico,43.77883,11.25517,Entire home/apt,2,1.0,$45.00,14,44,74,302,1,0,,t,4,1.11
402,935489,https://www.airbnb.com/rooms/935489,"Charming flat ""stile fiorentino"" next to S. Marco",5047190,Daniele,2013-02-11,"Florence, Tuscany, Italy",4,Centro Storico,43.77596,11.26542,Entire home/apt,5,2.0,$69.00,19,49,78,168,17,2,,t,2,2.04
403,936084,https://www.airbnb.com/rooms/936084,"Charming country house in Florence, Iris",5051663,Elisabetta,2013-02-11,"Florence, Tuscany, Italy",2,Campo di Marte,43.78016,11.31011,Entire home/apt,4,2.0,$80.00,17,29,29,107,4,0,,f,2,0.18
404,936624,https://www.airbnb.com/rooms/936624,Appartamento Leone Piazza del Carmine,5056370,Sabrina,2013-02-12,"Florence, Tuscany, Italy",1,Centro Storico,43.76719,11.24216,Entire home/apt,3,1.0,$76.00,0,0,3,262,6,0,,f,1,0.46
405,938911,https://www.airbnb.com/rooms/938911,Novella House Pittalis,3031300,Novella House,2012-07-23,"Florence, Toscana, Italy",12,Centro Storico,43.77306,11.24678,Entire home/apt,8,2.0,$146.00,0,0,0,0,2,0,,t,9,2.05
406,940779,https://www.airbnb.com/rooms/940779,Real charme near the Uffizi gallery,5084788,Simona,2013-02-14,"Lastra a Signa, Tuscany, Italy",2,Centro Storico,43.76749,11.25709,Entire home/apt,5,2.0,$176.00,23,23,41,222,1,0,,t,2,0.07
407,946536,https://www.airbnb.com/rooms/946536,QUERCIA Romantic apartment in Signoria square❤️,488317,Diana,2011-04-06,"Florence, Tuscany, Italy",35,Centro Storico,43.77036,11.25608,Entire home/apt,3,2.0,$171.00,17,47,77,322,6,0,048017LTN3180,t,34,0.99
408,948526,https://www.airbnb.com/rooms/948526,Venus - On the roofs of Florence,5012353,Ludovica & Family,2013-02-08,"Florence, Tuscany, Italy",3,Centro Storico,43.77191,11.2651,Entire home/apt,5,2.0,"$1,000.00",30,60,90,365,0,0,,t,3,2.12
409,954185,https://www.airbnb.com/rooms/954185,A Renaissance Atmosphere ( Duomo ),4762767,Fabrizio,2013-01-19,"Florence, Tuscany, Italy",2,Centro Storico,43.77755,11.25403,Entire home/apt,5,2.0,$120.00,25,55,85,354,5,0,,t,2,1.46
410,954421,https://www.airbnb.com/rooms/954421,Central Florence Merville House,5183390,Francesco,2013-02-22,"Florence, Tuscany, Italy",1,Centro Storico,43.76767,11.2431,Entire home/apt,4,1.0,$75.00,3,12,42,245,0,0,,t,1,0.1
411,955037,https://www.airbnb.com/rooms/955037,Cappelle Medicee Apartment,1468173,Roberto,2011-12-03,"Milan, Lombardia, Italy",5,Centro Storico,43.77604,11.25425,Entire home/apt,6,2.0,$89.00,0,0,0,0,0,0,,f,5,0.21
412,955696,https://www.airbnb.com/rooms/955696,Ponte Vecchio - San Jacopo (Duomo),5192959,Saverio,2013-02-23,"Impruneta, Tuscany, Italy",2,Centro Storico,43.76759,11.25253,Entire home/apt,6,2.0,$160.00,15,40,40,214,7,1,,t,2,1.67
413,957267,https://www.airbnb.com/rooms/957267,Firenze Rentals Suite Corso 12,1184644,Samuel & Paolo For Firenze Rentals®,2011-09-20,"Florence, Toscana, Italy",20,Centro Storico,43.7716,11.25656,Entire home/apt,6,3.0,$222.00,14,40,66,213,8,1,,t,8,3.48
414,959341,https://www.airbnb.com/rooms/959341,Loft Charming Residence in Florence,5220971,Lane,2013-02-25,"Florence, Tuscany, Italy",1,Centro Storico,43.76617,11.24689,Entire home/apt,4,1.0,$100.00,10,10,19,265,0,0,,f,1,0.16
415,960939,https://www.airbnb.com/rooms/960939,Loft a Pontevecchio,5233183,Barbara,2013-02-26,"Florence, Tuscany, Italy",3,Centro Storico,43.76436,11.26129,Entire home/apt,5,1.0,$50.00,19,49,74,252,28,3,,t,3,3.26
416,964355,https://www.airbnb.com/rooms/964355,Nice Studio flat Piazza S. Spirito,5256763,Salvatore,2013-02-27,"Florence, Tuscany, Italy",1,Centro Storico,43.76491,11.24544,Entire home/apt,2,1.0,$50.00,10,40,70,342,3,0,,t,3,0.17
417,965858,https://www.airbnb.com/rooms/965858,CAMERA GLICINE Chez Moi  B&B,4839217,Cristina,2013-01-25,"Florence, Tuscany, Italy",3,Campo di Marte,43.78508,11.27206,Private room,2,1.0,$90.00,0,0,0,0,0,0,,t,4,0.03
418,967238,https://www.airbnb.com/rooms/967238,Yome - Panoramic Loft - terrace Duomo view,5022924,Patrizia,2013-02-09,"Florence, Tuscany, Italy",3,Centro Storico,43.77147,11.25768,Entire home/apt,2,1.0,$90.00,14,31,46,259,26,2,,t,5,2.19
419,967481,https://www.airbnb.com/rooms/967481,Charming and  Spacious Apartment,3520160,Filippo,2012-09-09,"Florence, Tuscany, Italy",1,Centro Storico,43.76883,11.24711,Entire home/apt,4,1.0,$120.00,0,0,16,207,1,0,,f,1,0.32
420,967546,https://www.airbnb.com/rooms/967546,Apartment with terrace,4217608,Palazzo Dei Ciompi,2012-11-22,"Florence, Tuscany, Italy",20,Centro Storico,43.7715,11.2652,Entire home/apt,5,2.0,$172.00,0,0,0,0,1,0,,t,9,0.91
421,968726,https://www.airbnb.com/rooms/968726,QUIET ROOM IN CENTRAL LOFT,4302440,Raffaella,2012-12-02,"Florence, Tuscany, Italy",2,Centro Storico,43.76855,11.26594,Private room,2,1.0,$80.00,0,0,0,260,1,0,,f,2,0.62
422,970840,https://www.airbnb.com/rooms/970840,Roof apartment,1280806,Maria Cristina,2011-10-12,"Florence, Toscana, Italy",23,Centro Storico,43.77245,11.24356,Entire home/apt,4,2.0,$160.00,0,0,0,0,0,0,,f,18,0.02
423,970860,https://www.airbnb.com/rooms/970860,Depandance Small,1280806,Maria Cristina,2011-10-12,"Florence, Toscana, Italy",23,Centro Storico,43.77369,11.24185,Entire home/apt,2,1.0,$127.00,0,0,0,169,0,0,,f,18,0.01
424,972326,https://www.airbnb.com/rooms/972326,Appartamento  VESPUCCI  ( 2+2 ),5313431,Alessandro,2013-03-04,"Florence, Tuscany, Italy",3,Centro Storico,43.7753,11.24632,Entire home/apt,2,1.0,$44.00,9,36,63,238,1,0,,f,3,0.05
425,972369,https://www.airbnb.com/rooms/972369,Penthouse Amazing Duomo view in Florence,4879948,Marianna,2013-01-28,"Florence, Tuscany, Italy",4,Centro Storico,43.77046,11.26215,Entire home/apt,6,3.0,$171.00,2,30,54,233,0,0,,f,4,0.61
426,972668,https://www.airbnb.com/rooms/972668,Appartamento  COLOMBO  ( 2+2 ),5313431,Alessandro,2013-03-04,"Florence, Tuscany, Italy",3,Centro Storico,43.77443,11.24554,Entire home/apt,4,1.0,$111.00,0,0,0,0,0,0,,f,3,0.02
427,974560,https://www.airbnb.com/rooms/974560,Romantic Apartment,5329807,Claudia,2013-03-05,"Florence, Tuscany, Italy",2,Centro Storico,43.77324,11.2637,Entire home/apt,4,2.0,$87.00,8,10,11,82,17,2,,f,1,1.53
428,974817,https://www.airbnb.com/rooms/974817,Appartamento MAGELLANO (4+2+2 ),5313431,Alessandro,2013-03-04,"Florence, Tuscany, Italy",3,Centro Storico,43.7734,11.24471,Entire home/apt,8,2.0,$187.00,0,0,0,0,0,0,,f,3,0.02
429,977277,https://www.airbnb.com/rooms/977277,Luxury Apartment front Duomo Terrace View Ac Wifi,4269515,Luca,2012-11-28,IT,7,Centro Storico,43.77268,11.25397,Entire home/apt,4,1.0,$77.00,10,34,57,264,41,4,,t,8,3.21
430,977369,https://www.airbnb.com/rooms/977369,Top Location New Apartment Piazza Signoria Uffizi,4269515,Luca,2012-11-28,IT,7,Centro Storico,43.76941,11.25496,Entire home/apt,2,1.0,$59.00,21,51,78,313,14,2,,t,8,2.82
431,979483,https://www.airbnb.com/rooms/979483,Depandance Large,1280806,Maria Cristina,2011-10-12,"Florence, Toscana, Italy",23,Centro Storico,43.77397,11.24187,Entire home/apt,4,2.0,$160.00,0,0,0,169,0,0,,f,18,0.03
432,979819,https://www.airbnb.com/rooms/979819,Typical  Florentine Apartment - Pitti Area,5363158,Cristina,2013-03-07,"Florence, Tuscany, Italy",0,Centro Storico,43.76585,11.24512,Entire home/apt,3,1.0,$60.00,15,31,31,62,3,0,,f,1,0.69
433,980234,https://www.airbnb.com/rooms/980234,Garden in the center of Firenze,2997726,Beatrice E Carlo,2012-07-20,"Sesto Fiorentino, Tuscany, Italy",1,Centro Storico,43.77649,11.24109,Entire home/apt,4,1.0,$60.00,8,38,52,82,19,0,,t,1,4.22
434,980362,https://www.airbnb.com/rooms/980362,Room with private bathroom entrance,5301752,Mauro,2013-03-03,"Firenze, Toscana, Italy",4,Centro Storico,43.77942,11.24036,Private room,2,1.0,$34.00,1,1,1,147,5,0,,f,4,3.13
435,981019,https://www.airbnb.com/rooms/981019,apartment Toscanella-Ponte Vecchio,5372498,Simone,2013-03-08,"Vaglia, Tuscany, Italy",1,Centro Storico,43.76766,11.25167,Entire home/apt,2,1.0,$69.00,24,54,84,359,4,1,,t,1,1.38
436,983366,https://www.airbnb.com/rooms/983366,Cimatori in the Heart of Florence,5389343,Grazia,2013-03-09,"Siena, Tuscany, Italy",2,Centro Storico,43.77002,11.25717,Entire home/apt,7,3.0,$139.00,23,45,69,261,2,0,,f,1,0.59
437,983657,https://www.airbnb.com/rooms/983657,Cosy room with private bathroom,5301752,Mauro,2013-03-03,"Firenze, Toscana, Italy",4,Centro Storico,43.77936,11.23999,Private room,2,1.0,$29.00,7,12,12,186,0,0,,f,4,2.7
438,985180,https://www.airbnb.com/rooms/985180,Luxury view apartment Ponte Vecchio,3314526,Alessandro,2012-08-20,"Florence, Tuscany, Italy",64,Centro Storico,43.76634,11.25177,Entire home/apt,4,2.0,$400.00,28,58,88,363,0,0,,f,36,0.44
439,989148,https://www.airbnb.com/rooms/989148,Explore Via Tornabuoni from a Lavish Serviced Suite,5430082,Alessandra,2013-03-12,"Firenze, Toscana, Italy",7,Centro Storico,43.77014,11.25045,Entire home/apt,4,1.0,$238.00,14,36,60,313,1,0,,f,7,0.51
440,989439,https://www.airbnb.com/rooms/989439,"Modern, High-End Comfort 2 mins from Duomo",3243592,Pier Luigi,2012-08-13,"Florence, Tuscany, Italy",1,Centro Storico,43.77575,11.25189,Entire home/apt,2,1.0,$150.00,20,50,80,313,0,0,,t,1,0.02
441,991918,https://www.airbnb.com/rooms/991918,Big central apartment in Firenze,5301752,Mauro,2013-03-03,"Firenze, Toscana, Italy",4,Centro Storico,43.78081,11.2402,Entire home/apt,6,3.0,$120.00,0,0,0,140,0,0,,f,4,0.16
442,995028,https://www.airbnb.com/rooms/995028,central studio in via del corso,5464645,Luca,2013-03-14,"Chicago, Illinois, United States",4,Centro Storico,43.7701,11.2563,Entire home/apt,2,1.0,$65.00,8,8,8,8,7,0,,f,4,2.07
443,998704,https://www.airbnb.com/rooms/998704,"Bright comfortable "" mini-loft""",5488837,Antonio,2013-03-16,"Florence, Tuscany, Italy",1,Rifredi,43.79022,11.25304,Entire home/apt,2,1.0,$70.00,0,0,0,107,0,0,,f,1,0.28
444,999365,https://www.airbnb.com/rooms/999365,Room with private bathroom and balcony.,5301752,Mauro,2013-03-03,"Firenze, Toscana, Italy",4,Centro Storico,43.77975,11.24028,Private room,2,1.0,$29.00,7,7,7,153,10,0,,f,4,1.74
445,1000706,https://www.airbnb.com/rooms/1000706,Fix price close the river,5502064,Laura,2013-03-17,"Florence, Tuscany, Italy",2,Gavinana Galluzzo,43.75536,11.28939,Private room,1,1.0,$28.00,0,0,0,0,0,0,,f,1,0.45
446,1002607,https://www.airbnb.com/rooms/1002607,Neri Terrace in Santa Croce,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76782,11.25902,Entire home/apt,4,1.0,$168.00,0,0,0,0,0,0,,t,125,0.08
447,1003212,https://www.airbnb.com/rooms/1003212,Porta San Frediano Apartment,5516284,Agnese,2013-03-18,"Florence, Tuscany, Italy",9,Centro Storico,43.77112,11.24316,Entire home/apt,6,2.0,$130.00,15,45,75,350,0,0,,t,4,0.36
448,1003520,https://www.airbnb.com/rooms/1003520,Modern Loft,1280806,Maria Cristina,2011-10-12,"Florence, Toscana, Italy",23,Centro Storico,43.77252,11.24364,Entire home/apt,4,1.0,$80.00,0,0,0,138,0,0,,f,18,0.02
449,1009035,https://www.airbnb.com/rooms/1009035,Signoria Sq apt in historical palace,3070629,Guido,2012-07-27,"Florence, Tuscany, Italy",8,Centro Storico,43.76988,11.25262,Entire home/apt,3,1.0,$52.00,7,21,40,312,44,2,,t,7,5.49
450,1010958,https://www.airbnb.com/rooms/1010958,A place to stay in central Florence,5560227,Piera,2013-03-21,"Florence, Tuscany, Italy",0,Centro Storico,43.77608,11.25411,Entire home/apt,3,1.0,$75.00,0,14,28,206,1,0,,f,1,2.92
451,1013767,https://www.airbnb.com/rooms/1013767,Casa degli Ulivi in Florence,5582451,Alessandra,2013-03-23,"Florence, Tuscany, Italy",3,Rifredi,43.80672,11.26055,Entire home/apt,3,1.0,$149.00,28,58,88,363,0,0,,f,3,0.09
452,1015270,https://www.airbnb.com/rooms/1015270,Delightful villa with a lush garden,4552823,Simona,2013-01-02,"Rome, Lazio, Italy",6,Gavinana Galluzzo,43.75432,11.29922,Entire home/apt,7,3.0,$321.00,29,59,89,364,0,0,,f,2,0.33
453,1017656,https://www.airbnb.com/rooms/1017656,MODERN AND COMFORTABLE LOFT.,5647613,Elisa,2013-03-27,"Florence, Tuscany, Italy",2,Centro Storico,43.769047,11.259574,Entire home/apt,4,,$88.00,27,57,87,355,10,1,,t,1,2.36
454,1020623,https://www.airbnb.com/rooms/1020623,Bright studio in the city centre,2951711,Maria Luisa,2012-07-16,"Florence, Toscana, Italy",7,Centro Storico,43.76737,11.24909,Entire home/apt,2,1.0,$60.00,0,0,0,0,0,0,,f,5,4.18
455,1023515,https://www.airbnb.com/rooms/1023515,Beautifull apt in downtown Florence,5471208,Alessandro,2013-03-15,IT,7,Isolotto Legnaia,43.76726,11.23784,Entire home/apt,6,2.0,$83.00,26,56,86,301,2,0,,t,5,1.1
456,1023595,https://www.airbnb.com/rooms/1023595,"Luminoso, Ampio Appartamento sul Lungarno",5471208,Alessandro,2013-03-15,IT,7,Campo di Marte,43.76759,11.28741,Entire home/apt,8,3.0,$123.00,18,48,78,287,6,1,,t,5,1.34
457,1029108,https://www.airbnb.com/rooms/1029108,"""HOME FROM HOME"" at 200 m from the",5662710,Anna,2013-03-28,"Barberino Tavarnelle, Tuscany, Italy",3,Centro Storico,43.77579,11.25545,Entire home/apt,6,2.0,$170.00,26,56,86,346,3,0,,f,1,1.51
458,1030966,https://www.airbnb.com/rooms/1030966,Annusca's House Mars'room,140170,Fabio,2010-06-07,"Florence, Toscana, Italy",5,Centro Storico,43.76116,11.24194,Hotel room,2,1.0,$70.00,17,47,77,294,1,0,,t,5,0.85
459,1033613,https://www.airbnb.com/rooms/1033613,"Galantino, confortevole e elegante appartamento in pieno centro storico",3834106,Barbara,2012-10-11,"Florence, Tuscany, Italy",0,Centro Storico,43.775276,11.246008,Entire home/apt,4,1.0,$69.00,21,51,78,329,36,4,,t,1,2.21
460,1039378,https://www.airbnb.com/rooms/1039378,Apartment WiFi and easy parking.,5722227,Roberto E Anna,2013-04-01,"Florence, Tuscany, Italy",1,Isolotto Legnaia,43.76404,11.21629,Entire home/apt,4,2.0,$140.00,23,53,83,83,0,0,,f,1,0.3
461,1043949,https://www.airbnb.com/rooms/1043949,Little cottage in a beuatiful garde,5747921,Daniela,2013-04-03,"Florence, Tuscany, Italy",2,Gavinana Galluzzo,43.74163,11.27289,Entire home/apt,2,1.0,$45.00,0,0,0,169,0,0,,f,1,1.09
462,1047320,https://www.airbnb.com/rooms/1047320,Duomo e Santa Croce Flat!,4017890,Grazia,2012-10-30,"Montelupo Fiorentino, Tuscany, Italy",2,Centro Storico,43.77045,11.26029,Entire home/apt,5,1.0,$85.00,25,25,25,249,0,0,,t,1,0.16
463,1049573,https://www.airbnb.com/rooms/1049573,20 minute walk to Ponte Vecchio,3810329,Roberta,2012-10-09,"Florence, Tuscany, Italy",0,Gavinana Galluzzo,43.7621,11.27878,Entire home/apt,3,2.0,$290.00,23,53,83,358,0,0,,f,1,
464,1053434,https://www.airbnb.com/rooms/1053434,Studio - In the heart of Florence,4081992,Andrea,2012-11-07,"Pistoia, Tuscany, Italy",1,Centro Storico,43.76845,11.26277,Entire home/apt,2,1.0,$45.00,22,48,78,349,19,1,,f,1,4.34
465,1056206,https://www.airbnb.com/rooms/1056206,"Spazioso, originale, silenzioso, vista giardino",1156397,Peter Thomas,2011-09-14,"Florence, Toscana, Italy",1,Centro Storico,43.77273,11.24876,Entire home/apt,4,2.0,$105.00,0,0,0,0,4,0,,f,1,0.68
466,1057627,https://www.airbnb.com/rooms/1057627,central studio in via osteria del guanto,5464645,Luca,2013-03-14,"Chicago, Illinois, United States",4,Centro Storico,43.76714,11.2575,Entire home/apt,2,1.0,$65.00,24,54,84,356,1,0,,f,4,1.06
467,1057727,https://www.airbnb.com/rooms/1057727,central two-room apartment,5464645,Luca,2013-03-14,"Chicago, Illinois, United States",4,Centro Storico,43.76724,11.25699,Entire home/apt,4,1.0,$51.00,4,15,24,221,10,0,,f,4,1.1
468,1058947,https://www.airbnb.com/rooms/1058947,Perfect Location Design Apartment,1780007,Roberta & Stefano,2012-02-20,"Montemurlo, Toscana, Italy",3,Centro Storico,43.77235,11.24586,Entire home/apt,4,1.0,$122.00,25,55,85,325,0,0,,f,3,0.5
469,1061854,https://www.airbnb.com/rooms/1061854,Allegri Loft - Classic & Relaxed Charme in Santa Croce,5845679,Patrizia,2013-04-09,"Florence, Tuscany, Italy",3,Centro Storico,43.76881,11.26379,Entire home/apt,4,2.0,$120.00,0,0,0,138,0,0,,t,3,0.94
470,1062104,https://www.airbnb.com/rooms/1062104,Studio with parking in the center,1211140,Federico,2011-09-26,"Lerici, Liguria, Italy",3,Campo di Marte,43.7675,11.29196,Entire home/apt,4,1.0,$65.00,18,48,78,353,0,0,,f,1,0.16
471,1063025,https://www.airbnb.com/rooms/1063025,"B&B Fior di Gelsomino ""Vecchia Cartoleria""",5851277,Beatrice,2013-04-09,"Florence, Tuscany, Italy",2,Gavinana Galluzzo,43.75364,11.24287,Private room,3,1.0,$90.00,0,0,0,230,0,0,,f,2,0.22
472,1064356,https://www.airbnb.com/rooms/1064356,SANTA TRINITA APARTMENT,5858328,Michele,2013-04-10,"Florence, Tuscany, Italy",2,Centro Storico,43.76835,11.25062,Entire home/apt,4,2.0,$65.00,0,0,0,0,5,0,,f,2,5.08
473,1066651,https://www.airbnb.com/rooms/1066651,Unique Apartment Ponte Vecchio,3314526,Alessandro,2012-08-20,"Florence, Tuscany, Italy",64,Centro Storico,43.7664,11.25431,Entire home/apt,4,1.0,$110.00,10,40,70,345,0,0,,f,36,1.44
474,1071823,https://www.airbnb.com/rooms/1071823,Art Apartment Santa Maria Novella,1645859,David,2012-01-24,"Florence, Tuscany, Italy",59,Centro Storico,43.77359,11.2471,Entire home/apt,6,2.0,$96.00,0,0,0,0,1,0,,t,29,4.3
475,1072296,https://www.airbnb.com/rooms/1072296,PRETTY AND QUIET IN SANTO SPIRITO,5925448,Michele,2013-04-14,"Florence, Tuscany, Italy",1,Centro Storico,43.76722,11.2464,Entire home/apt,5,2.0,$89.00,16,46,76,351,2,0,,t,1,2.89
476,1076461,https://www.airbnb.com/rooms/1076461,RELAX IN THE HEART OF THE CITY - 1,5922972,Milco,2013-04-14,IT,4,Centro Storico,43.78563,11.24034,Entire home/apt,6,2.0,$97.00,5,34,64,328,0,0,,f,4,0.22
477,1079923,https://www.airbnb.com/rooms/1079923,Adele's home in Florence,5938357,Adele,2013-04-15,"Florence, Tuscany, Italy",1,Centro Storico,43.77188,11.26807,Entire home/apt,5,3.0,$69.00,20,50,80,355,2,0,,f,1,1.29
