,id,listing_url,last_scraped,host_id,host_since,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,minimum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month,days_rented_ltm,rounded_revenue_ltm,occupancy_rate_approx,is_hotel,is_entire,many_listings,only_1_listing,only_2_listings,host_florence,has_liscense,is_instant_bookable,dist_duomo,is_centro,is_gavinana,is_isolotto,is_rifredi,is_campo,listing_revenue_exceed_LTR,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,commercial,very_likely_commercial,tourist_tax,unpaid_tourist_tax,geom
1004,8104785,https://www.airbnb.com/rooms/8104785,2021-12-17,27766253,2015-02-15,9,Centro Storico,43.77136,11.26292,Entire home/apt,3,2.0,72.0,3.0,26,56,86,347,204,6,0,,t,5,3.06,9.6,691.2,2.63013698630137,0,1,1,0,0,1,0,1,589.7346268542691,1,0,0,0,0,0,1,1,1,1,1,57.60000000000001,57.60000000000001,POINT (11.2629 43.7714)
1005,8108550,https://www.airbnb.com/rooms/8108550,2021-12-17,26830685,2015-01-28,35,Centro Storico,43.77137,11.2508,Entire home/apt,7,3.0,137.0,3.0,14,44,71,321,107,22,4,,t,7,1.42,35.2,4822.4,9.643835616438356,0,1,1,0,0,0,0,1,460.6810792490752,1,0,0,0,0,0,1,1,1,1,1,211.2,211.2,POINT (11.2508 43.7714)
1006,8113222,https://www.airbnb.com/rooms/8113222,2021-12-17,35940083,2015-06-16,15,Centro Storico,43.7786,11.25502,Entire home/apt,5,2.0,86.0,1.0,0,0,0,214,254,1,0,,f,13,3.33,1.6,137.6,0.4383561643835617,0,1,1,0,0,1,0,0,616.1653803776375,1,0,0,0,0,0,1,1,1,1,0,9.6,9.6,POINT (11.255 43.7786)
1007,8123266,https://www.airbnb.com/rooms/8123266,2021-12-17,26567697,2015-01-23,1,Centro Storico,43.76959,11.24679,Entire home/apt,4,2.0,92.0,3.0,11,41,69,129,148,6,0,,t,1,2.12,9.6,883.2,2.63013698630137,0,1,0,1,0,0,0,1,837.8291593382387,1,0,0,0,0,0,1,1,0,1,0,57.60000000000001,57.60000000000001,POINT (11.2468 43.7696)
1008,8142822,https://www.airbnb.com/rooms/8142822,2021-12-17,15960426,2014-05-25,6,Centro Storico,43.77125,11.26063,Entire home/apt,4,1.0,153.0,1.0,9,39,69,327,45,1,0,,f,6,0.65,1.6,244.8,0.4383561643835617,0,1,1,0,0,1,0,0,425.6877486397607,1,0,0,0,0,0,1,1,1,1,0,9.6,9.6,POINT (11.2606 43.7713)
1009,8154752,https://www.airbnb.com/rooms/8154752,2021-12-17,5104015,2013-02-16,9,Centro Storico,43.77643,11.25629,Private room,4,1.0,44.0,1.0,10,10,10,271,440,84,4,,t,8,5.99,134.4,5913.6,36.821917808219176,0,0,1,0,0,1,0,1,370.7250505256249,1,0,0,0,0,0,1,0,1,1,0,806.4000000000001,806.4000000000001,POINT (11.2563 43.7764)
1010,8165945,https://www.airbnb.com/rooms/8165945,2021-12-17,22330447,2014-10-09,4,Centro Storico,43.76867,11.25329,Entire home/apt,6,2.0,214.0,2.1,15,45,75,165,107,4,1,,t,4,1.41,6.4,1369.6,1.7534246575342467,0,1,1,0,0,1,0,1,538.4018326048825,1,0,0,0,0,0,1,1,1,0,1,38.400000000000006,38.400000000000006,POINT (11.2533 43.7687)
1011,8182107,https://www.airbnb.com/rooms/8182107,2021-12-17,39492081,2015-07-25,1,Centro Storico,43.77428,11.24212,Entire home/apt,6,2.0,51.0,2.0,18,32,51,314,235,21,3,,t,1,3.08,33.6,1713.6,9.205479452054794,0,1,0,1,0,1,0,1,1125.1494960928826,1,0,0,0,0,0,1,1,0,0,0,201.6,201.6,POINT (11.2421 43.7743)
1012,8200290,https://www.airbnb.com/rooms/8200290,2021-12-17,43248612,2015-09-03,2,Campo di Marte,43.78804,11.27049,Entire home/apt,2,,40.0,1.0,0,0,0,227,116,1,0,,f,2,2.01,1.6,64.0,0.4383561643835617,0,1,0,0,1,1,0,0,2028.8120092447805,0,0,0,0,1,0,1,1,0,0,0,9.6,9.6,POINT (11.2705 43.788)
1013,8246121,https://www.airbnb.com/rooms/8246121,2021-12-17,9315419,2013-10-08,1,Gavinana Galluzzo,43.75112,11.22672,Entire home/apt,4,1.0,140.0,2.0,0,0,16,233,86,4,0,,f,1,1.26,6.4,896.0,1.7534246575342467,0,1,0,1,0,1,0,0,3394.597785928646,0,1,0,0,0,0,1,1,0,0,0,38.400000000000006,38.400000000000006,POINT (11.2267 43.7511)
1014,8261511,https://www.airbnb.com/rooms/8261511,2021-12-17,43565965,2015-09-07,1,Centro Storico,43.76712,11.24579,Entire home/apt,2,1.0,65.0,5.0,9,35,51,216,70,11,1,,t,1,0.93,27.5,1787.5,7.534246575342466,0,1,0,1,0,1,0,1,1056.9972993046244,1,0,0,0,0,0,1,1,0,0,0,165.0,165.0,POINT (11.2458 43.7671)
1015,8314500,https://www.airbnb.com/rooms/8314500,2021-12-17,1425302,2011-11-20,1,Centro Storico,43.78104,11.25918,Entire home/apt,4,2.0,71.0,2.0,0,0,29,264,140,2,0,,f,1,1.96,3.2,227.2,0.8767123287671234,0,1,0,1,0,1,0,0,918.59207957641,1,0,0,0,0,0,1,1,0,0,0,19.200000000000003,19.200000000000003,POINT (11.2592 43.781)
1016,8348606,https://www.airbnb.com/rooms/8348606,2021-12-17,15960426,2014-05-25,6,Gavinana Galluzzo,43.74911,11.2585,Private room,2,1.0,70.0,1.0,16,46,54,54,22,2,1,,t,6,0.3,3.2,224.0,0.8767123287671234,0,0,1,0,0,1,0,1,2673.0626059028205,0,1,0,0,0,0,1,0,1,1,0,19.200000000000003,19.200000000000003,POINT (11.2585 43.7491)
1017,8357951,https://www.airbnb.com/rooms/8357951,2021-12-17,44054853,2015-09-13,2,Centro Storico,43.77656,11.25139,Entire home/apt,4,1.0,25.0,1.0,0,1,8,96,222,28,4,,f,2,2.92,44.8,1120.0,12.273972602739727,0,1,0,0,1,0,0,0,534.3577745656149,1,0,0,0,0,0,1,1,0,1,0,268.8,268.8,POINT (11.2514 43.7766)
1018,8415087,https://www.airbnb.com/rooms/8415087,2021-12-17,7439057,2013-07-12,35,Centro Storico,43.76901,11.24116,Entire home/apt,2,1.0,84.0,1.8,0,0,0,144,7,1,0,,t,31,0.11,1.6,134.4,0.4383561643835617,0,1,1,0,0,1,0,1,1278.3268589911715,1,0,0,0,0,0,1,1,1,1,1,9.6,9.6,POINT (11.2412 43.769)
1019,8450568,https://www.airbnb.com/rooms/8450568,2021-12-17,44486678,2015-09-18,1,Centro Storico,43.76214,11.24206,Entire home/apt,2,1.0,53.0,2.0,0,14,44,319,261,15,0,,t,1,3.48,24.0,1272.0,6.575342465753424,0,1,0,1,0,1,0,1,1656.121530598334,1,0,0,0,0,0,1,1,0,0,0,144.0,144.0,POINT (11.2421 43.7621)
1020,8464704,https://www.airbnb.com/rooms/8464704,2021-12-17,6453195,2013-05-18,2,Centro Storico,43.77277,11.24723,Entire home/apt,3,1.0,63.0,2.0,9,39,69,84,233,19,3,,t,1,3.1,30.4,1915.2,8.32876712328767,0,1,0,0,1,1,0,1,707.0367190958546,1,0,0,0,0,0,1,1,0,0,0,182.4,182.4,POINT (11.2472 43.7728)
1021,8502201,https://www.airbnb.com/rooms/8502201,2021-12-17,9288345,2013-10-07,12,Centro Storico,43.76724,11.25789,Entire home/apt,12,3.0,190.0,6.6,17,34,60,270,60,2,1,,f,12,0.83,6.6,1254.0,1.808219178082192,0,1,1,0,0,1,0,0,668.6380862040073,1,0,0,0,0,0,1,1,1,1,0,39.6,39.6,POINT (11.2579 43.7672)
1022,8502234,https://www.airbnb.com/rooms/8502234,2021-12-17,44054853,2015-09-13,2,Centro Storico,43.76807,11.24172,Entire home/apt,3,1.0,31.0,1.7,13,21,30,198,221,22,2,,f,2,2.92,35.2,1091.2,9.643835616438356,0,1,0,0,1,0,0,0,1278.3815864484916,1,0,0,0,0,0,1,1,0,1,0,211.2,211.2,POINT (11.2417 43.7681)
1023,8513685,https://www.airbnb.com/rooms/8513685,2021-12-17,9288345,2013-10-07,12,Centro Storico,43.76676,11.25989,Entire home/apt,8,2.0,123.0,6.7,12,29,55,265,28,2,0,,f,12,0.43,6.7,824.1,1.8356164383561648,0,1,1,0,0,1,0,0,770.914690605906,1,0,0,0,0,0,1,1,1,1,0,40.2,40.2,POINT (11.2599 43.7668)
1024,8513998,https://www.airbnb.com/rooms/8513998,2021-12-17,9288345,2013-10-07,12,Centro Storico,43.76698,11.25916,Entire home/apt,16,5.0,234.0,6.7,12,29,59,269,40,7,1,,f,12,0.6,23.45,5487.3,6.424657534246575,0,1,1,0,0,1,0,0,726.0205788840385,1,0,0,0,0,0,1,1,1,1,0,140.7,140.7,POINT (11.2592 43.767)
1025,8514507,https://www.airbnb.com/rooms/8514507,2021-12-17,44834636,2015-09-22,2,Centro Storico,43.77293,11.26309,Entire home/apt,4,2.0,170.0,2.0,23,53,83,281,3,1,0,,f,2,0.07,1.6,272.0,0.4383561643835617,0,1,0,0,1,0,0,0,571.1378037772735,1,0,0,0,0,0,1,1,0,1,0,9.6,9.6,POINT (11.2631 43.7729)
1026,8536394,https://www.airbnb.com/rooms/8536394,2021-12-17,25333136,2014-12-29,2,Gavinana Galluzzo,43.74994,11.23307,Entire home/apt,2,1.0,80.0,3.0,15,45,56,300,88,11,1,,t,2,1.21,17.6,1408.0,4.821917808219178,0,1,0,0,1,1,0,1,3167.1923195128816,0,1,0,0,0,0,1,1,0,0,0,105.6,105.6,POINT (11.2331 43.7499)
1027,8546167,https://www.airbnb.com/rooms/8546167,2021-12-17,1250315,2011-10-05,8,Centro Storico,43.78151,11.2542,Private room,4,1.0,36.0,1.0,15,29,59,334,10,3,1,,f,3,0.15,4.800000000000001,172.8,1.315068493150685,0,0,1,0,0,1,0,0,945.5870085112256,1,0,0,0,0,0,1,0,1,1,0,28.800000000000004,28.800000000000004,POINT (11.2542 43.7815)
1028,8589104,https://www.airbnb.com/rooms/8589104,2021-12-17,42582678,2015-08-26,2,Centro Storico,43.7833,11.23956,Entire home/apt,4,2.0,70.0,2.0,11,41,71,326,256,12,4,,t,1,3.46,19.200000000000003,1344.0,5.26027397260274,0,1,0,0,1,1,0,1,1742.412591023494,1,0,0,0,0,0,1,1,0,0,0,115.20000000000002,115.20000000000002,POINT (11.2396 43.7833)
1029,8601120,https://www.airbnb.com/rooms/8601120,2021-12-17,45259677,2015-09-28,1,Centro Storico,43.78617,11.24023,Entire home/apt,3,1.0,116.0,5.0,29,59,89,364,7,1,0,,t,1,0.18,2.5,290.0,0.684931506849315,0,1,0,1,0,1,0,1,1928.8648238422013,1,0,0,0,0,0,1,1,0,0,0,15.0,15.0,POINT (11.2402 43.7862)
1030,8601157,https://www.airbnb.com/rooms/8601157,2021-12-17,35617367,2015-06-12,2,Campo di Marte,43.80907,11.27316,Entire home/apt,2,1.0,35.0,2.0,14,44,74,154,480,58,7,,t,2,6.4,92.8,3248.0,25.42465753424658,0,1,0,0,1,1,0,1,4228.486207121481,0,0,0,0,1,0,1,1,0,0,0,556.8000000000001,556.8000000000001,POINT (11.2732 43.8091)
1031,8605134,https://www.airbnb.com/rooms/8605134,2021-12-17,45274441,2015-09-28,0,Centro Storico,43.77836,11.25302,Entire home/apt,4,2.0,130.0,2.1,19,19,19,252,58,2,0,,t,1,0.8,3.2,416.0,0.8767123287671234,0,1,0,0,0,0,0,1,631.7543511720285,1,0,0,0,0,0,1,1,0,1,0,19.200000000000003,19.200000000000003,POINT (11.253 43.7784)
1032,8605628,https://www.airbnb.com/rooms/8605628,2021-12-17,45259442,2015-09-28,83,Centro Storico,43.775913,11.255465,Entire home/apt,5,3.0,209.0,1.1,22,22,22,22,11,1,0,,t,72,0.15,1.6,334.4,0.4383561643835617,0,1,1,0,0,1,0,1,315.500338388276,1,0,0,0,0,0,1,1,1,1,1,9.6,9.6,POINT (11.2555 43.7759)
1033,8641356,https://www.airbnb.com/rooms/8641356,2021-12-17,8908604,2013-09-18,4,Centro Storico,43.76646,11.24606,Entire home/apt,2,1.0,60.0,2.1,24,54,84,359,188,8,0,,f,3,2.7,12.8,768.0,3.5068493150684934,0,1,1,0,0,1,0,0,1088.4872719081943,1,0,0,0,0,0,1,1,1,0,0,76.80000000000001,76.80000000000001,POINT (11.2461 43.7665)
1034,8644242,https://www.airbnb.com/rooms/8644242,2021-12-17,45441349,2015-09-30,2,Centro Storico,43.77541,11.24429,Entire home/apt,3,1.0,82.0,2.0,22,52,82,357,232,7,1,,f,2,3.08,11.2,918.4,3.068493150684932,0,1,0,0,1,1,0,0,977.0803126558064,1,0,0,0,0,0,1,1,0,0,0,67.2,67.2,POINT (11.2443 43.7754)
1035,8694977,https://www.airbnb.com/rooms/8694977,2021-12-17,33288593,2015-05-13,2,Rifredi,43.78794,11.26204,Entire home/apt,2,1.0,40.0,14.0,0,0,0,0,7,1,0,,t,2,0.14,7.0,280.0,1.9178082191780823,0,1,0,0,1,0,0,1,1719.0397247411163,0,0,0,1,0,0,1,1,0,1,0,42.0,42.0,POINT (11.262 43.7879)
1036,8717589,https://www.airbnb.com/rooms/8717589,2021-12-17,45756249,2015-10-04,2,Centro Storico,43.77858,11.25673,Entire home/apt,2,1.0,50.0,2.0,2,2,2,2,204,4,0,,t,2,2.88,6.4,320.0,1.7534246575342467,0,1,0,0,1,1,0,1,611.700905319704,1,0,0,0,0,0,1,1,0,0,0,38.400000000000006,38.400000000000006,POINT (11.2567 43.7786)
1037,8729382,https://www.airbnb.com/rooms/8729382,2021-12-17,45807739,2015-10-05,1,Centro Storico,43.7809,11.2369,Entire home/apt,2,1.0,59.0,2.0,0,0,0,77,175,4,0,,f,1,2.35,6.4,377.6,1.7534246575342467,0,1,0,1,0,0,0,0,1765.072084434942,1,0,0,0,0,0,1,1,0,1,0,38.400000000000006,38.400000000000006,POINT (11.2369 43.7809)
1038,8731074,https://www.airbnb.com/rooms/8731074,2021-12-17,2088209,2012-04-07,1,Campo di Marte,43.77703,11.28914,Entire home/apt,2,1.0,50.0,3.0,15,45,75,75,38,1,0,,f,1,0.53,1.6,80.0,0.4383561643835617,0,1,0,1,0,1,0,0,2703.5498583042954,0,0,0,0,1,0,1,1,0,0,0,9.6,9.6,POINT (11.2891 43.777)
1039,8754492,https://www.airbnb.com/rooms/8754492,2021-12-17,44449670,2015-09-17,1,Centro Storico,43.76928,11.26174,Entire home/apt,4,2.0,86.0,3.0,25,55,85,348,23,2,0,,f,1,0.35,3.2,275.2,0.8767123287671234,0,1,0,1,0,1,0,0,627.4743748252117,1,0,0,0,0,0,1,1,0,0,0,19.200000000000003,19.200000000000003,POINT (11.2617 43.7693)
1040,8767290,https://www.airbnb.com/rooms/8767290,2021-12-17,33839628,2015-05-20,3,Centro Storico,43.76822,11.25594,Entire home/apt,6,2.0,99.0,2.0,13,43,71,86,247,29,3,,t,4,3.39,46.400000000000006,4593.6,12.71232876712329,0,1,1,0,0,0,0,1,542.2274140058787,1,0,0,0,0,0,1,1,1,1,1,278.40000000000003,278.40000000000003,POINT (11.2559 43.7682)
1041,8807294,https://www.airbnb.com/rooms/8807294,2021-12-17,380378,2011-02-07,36,Centro Storico,43.76761,11.25228,Entire home/apt,6,3.0,156.0,2.7,19,25,49,312,63,2,0,,t,26,0.87,3.2,499.2,0.8767123287671234,0,1,1,0,0,1,0,1,679.549155952745,1,0,0,0,0,0,1,1,1,1,1,19.200000000000003,19.200000000000003,POINT (11.2523 43.7676)
1042,8808601,https://www.airbnb.com/rooms/8808601,2021-12-17,16537758,2014-06-08,3,Centro Storico,43.779892,11.25143,Entire home/apt,9,3.0,58.0,2.0,18,48,59,133,307,22,0,,t,3,4.18,35.2,2041.6,9.643835616438356,0,1,1,0,0,1,0,1,839.5537142832843,1,0,0,0,0,0,1,1,1,0,1,211.2,211.2,POINT (11.2514 43.7799)
1043,8811322,https://www.airbnb.com/rooms/8811322,2021-12-17,17184998,2014-06-24,6,Centro Storico,43.76613,11.24871,Entire home/apt,12,4.0,598.0,2.0,10,28,48,171,75,4,0,,t,4,1.03,6.4,3827.2,1.7534246575342467,0,1,1,0,0,1,0,1,971.7257623579376,1,0,0,0,0,0,1,1,1,1,1,38.400000000000006,38.400000000000006,POINT (11.2487 43.7661)
1044,8824119,https://www.airbnb.com/rooms/8824119,2021-12-17,46221419,2015-10-10,1,Centro Storico,43.78059,11.26049,Private room,1,1.0,34.0,1.7,13,39,65,291,170,5,1,,t,1,2.34,8.0,272.0,2.191780821917808,0,0,0,1,0,1,0,1,907.3126419147216,1,0,0,0,0,0,1,0,0,0,0,48.0,48.0,POINT (11.2605 43.7806)
1045,8872795,https://www.airbnb.com/rooms/8872795,2021-12-17,5022924,2013-02-09,3,Centro Storico,43.77137,11.25528,Entire home/apt,6,3.0,160.0,2.0,5,27,44,232,159,13,2,,t,5,2.31,20.8,3328.0,5.698630136986302,0,1,1,0,0,1,0,1,200.76746030657924,1,0,0,0,0,0,1,1,1,0,1,124.8,124.8,POINT (11.2553 43.7714)
1046,8914231,https://www.airbnb.com/rooms/8914231,2021-12-17,2852226,2012-07-06,5,Centro Storico,43.77046,11.26297,Entire home/apt,4,1.0,55.0,2.0,23,53,83,345,127,7,0,,t,6,1.81,11.2,616.0,3.068493150684932,0,1,1,0,0,0,0,1,633.2119080887683,1,0,0,0,0,0,1,1,1,1,1,67.2,67.2,POINT (11.263 43.7705)
1047,8933593,https://www.airbnb.com/rooms/8933593,2021-12-17,46708070,2015-10-16,5,Centro Storico,43.7717,11.25024,Entire home/apt,3,1.0,65.0,2.0,0,0,0,0,255,18,0,,t,2,3.41,28.8,1872.0,7.890410958904109,0,1,1,0,0,1,0,1,489.1423164942715,1,0,0,0,0,0,1,1,1,1,1,172.8,172.8,POINT (11.2502 43.7717)
1048,8950488,https://www.airbnb.com/rooms/8950488,2021-12-17,10825033,2013-12-26,1,Campo di Marte,43.76816,11.28334,Entire home/apt,4,1.0,76.0,1.0,0,0,0,28,320,1,0,,f,1,4.39,1.6,121.6,0.4383561643835617,0,1,0,1,0,1,0,0,2268.6646347991937,0,0,0,0,1,0,1,1,0,0,0,9.6,9.6,POINT (11.2833 43.7682)
1049,8965865,https://www.airbnb.com/rooms/8965865,2021-12-17,1123662,2011-09-07,2,Centro Storico,43.77015,11.24412,Entire home/apt,3,2.0,120.0,5.0,6,36,65,180,108,4,0,,f,2,1.47,10.0,1200.0,2.73972602739726,0,1,0,0,1,1,0,0,1011.0974517539842,1,0,0,0,0,0,1,1,0,0,0,60.0,60.0,POINT (11.2441 43.7702)
1050,8968358,https://www.airbnb.com/rooms/8968358,2021-12-17,3827103,2012-10-10,10,Centro Storico,43.77,11.25638,Entire home/apt,6,,174.0,2.0,7,23,40,246,79,18,3,,t,9,1.06,28.8,5011.2,7.890410958904109,0,1,1,0,0,1,0,1,345.79028954450587,1,0,0,0,0,0,1,1,1,1,1,172.8,172.8,POINT (11.2564 43.77)
1051,9000550,https://www.airbnb.com/rooms/9000550,2021-12-17,3314526,2012-08-20,64,Centro Storico,43.77043,11.25999,Entire home/apt,4,2.0,90.0,2.0,30,60,90,365,20,1,0,,f,36,0.28,1.6,144.0,0.4383561643835617,0,1,1,0,0,1,0,0,437.2704361810726,1,0,0,0,0,0,1,1,1,1,0,9.6,9.6,POINT (11.26 43.7704)
1052,9084603,https://www.airbnb.com/rooms/9084603,2021-12-17,47242384,2015-10-23,7,Centro Storico,43.77175,11.26081,Entire home/apt,7,2.0,85.0,1.0,25,55,85,347,232,38,3,,t,5,3.19,60.8,5168.0,16.65753424657534,0,1,1,0,0,1,0,1,415.29694885063685,1,0,0,0,0,0,1,1,1,1,1,364.8,364.8,POINT (11.2608 43.7717)
1053,9108415,https://www.airbnb.com/rooms/9108415,2021-12-17,26170954,2015-01-15,2,Centro Storico,43.76623,11.24576,Entire home/apt,2,,49.0,2.0,14,42,72,250,257,14,2,,t,1,3.5,22.4,1097.6,6.136986301369864,0,1,0,0,1,1,0,1,1123.571646204765,1,0,0,0,0,0,1,1,0,0,0,134.4,134.4,POINT (11.2458 43.7662)
1054,9146273,https://www.airbnb.com/rooms/9146273,2021-12-17,47625374,2015-10-28,1,Centro Storico,43.77169,11.25997,Entire home/apt,6,2.0,150.0,7.0,9,9,9,80,7,1,0,,f,1,0.19,3.5,525.0,0.9589041095890412,0,1,0,1,0,0,0,0,355.96128526887577,1,0,0,0,0,0,1,1,0,1,0,21.0,21.0,POINT (11.26 43.7717)
1055,9153958,https://www.airbnb.com/rooms/9153958,2021-12-17,47655975,2015-10-28,2,Centro Storico,43.76664,11.24456,Entire home/apt,4,2.0,64.0,2.0,3,31,61,301,409,34,6,,t,2,5.64,54.400000000000006,3481.6,14.9041095890411,0,1,0,0,1,1,0,1,1167.7308067611082,1,0,0,0,0,0,1,1,0,0,0,326.40000000000003,326.40000000000003,POINT (11.2446 43.7666)
1056,9154917,https://www.airbnb.com/rooms/9154917,2021-12-17,23538508,2014-11-09,1,Centro Storico,43.77157,11.26614,Entire home/apt,4,1.0,64.0,2.0,8,8,8,232,171,3,0,,t,1,2.59,4.800000000000001,307.2,1.315068493150685,0,1,0,1,0,1,0,1,833.9051472292083,1,0,0,0,0,0,1,1,0,0,0,28.800000000000004,28.800000000000004,POINT (11.2661 43.7716)
1057,9176908,https://www.airbnb.com/rooms/9176908,2021-12-17,1645859,2012-01-24,59,Centro Storico,43.77835,11.2395,Entire home/apt,3,1.0,77.0,2.0,8,36,66,339,121,3,1,,t,29,1.65,4.800000000000001,369.6,1.315068493150685,0,1,1,0,0,1,0,1,1450.8079025076302,1,0,0,0,0,0,1,1,1,1,1,28.800000000000004,28.800000000000004,POINT (11.2395 43.7784)
1058,9176974,https://www.airbnb.com/rooms/9176974,2021-12-17,47755526,2015-10-30,1,Centro Storico,43.76847,11.25379,Entire home/apt,6,3.0,151.0,2.0,12,35,65,337,106,21,2,,t,1,1.44,33.6,5073.6,9.205479452054794,0,1,0,1,0,0,0,1,544.3331853418406,1,0,0,0,0,0,1,1,0,1,0,201.6,201.6,POINT (11.2538 43.7685)
1059,9197481,https://www.airbnb.com/rooms/9197481,2021-12-17,24652330,2014-12-09,4,Isolotto Legnaia,43.77085,11.24049,Entire home/apt,4,2.0,190.0,2.0,0,0,0,0,85,1,0,,t,1,1.17,1.6,304.0,0.4383561643835617,0,1,1,0,0,1,0,1,1273.530151586482,0,0,1,0,0,0,1,1,1,0,1,9.6,9.6,POINT (11.2405 43.7709)
1060,9212004,https://www.airbnb.com/rooms/9212004,2021-12-17,40517199,2015-08-04,1,Campo di Marte,43.77494,11.28552,Private room,2,1.0,23.0,1.0,7,26,44,303,327,31,2,0000,t,1,4.7,49.6,1140.8,13.589041095890412,0,0,0,1,0,1,1,1,2385.4315139277223,0,0,0,0,1,0,0,0,0,0,0,297.6,9.6,POINT (11.2855 43.7749)
1061,9253076,https://www.airbnb.com/rooms/9253076,2021-12-17,14930806,2014-04-30,2,Centro Storico,43.78201,11.24168,Entire home/apt,4,1.0,66.0,2.0,22,51,81,318,309,53,4,,t,1,4.26,84.80000000000001,5596.8,23.23287671232877,0,1,0,0,1,1,0,1,1519.5631581124408,1,0,0,0,0,0,1,1,0,0,0,508.80000000000007,508.80000000000007,POINT (11.2417 43.782)
1062,9256642,https://www.airbnb.com/rooms/9256642,2021-12-17,725879,2011-06-21,14,Centro Storico,43.77819,11.25076,Entire home/apt,4,1.0,83.0,1.9,12,42,72,324,309,33,3,,t,14,4.19,52.8,4382.4,14.465753424657535,0,1,1,0,0,1,0,1,705.5501544589449,1,0,0,0,0,0,1,1,1,1,1,316.8,316.8,POINT (11.2508 43.7782)
1063,9268221,https://www.airbnb.com/rooms/9268221,2021-12-17,4476457,2012-12-23,0,Centro Storico,43.776897,11.250283,Entire home/apt,6,2.0,49.0,2.1,14,44,74,342,7,7,1,,f,1,1.49,11.2,548.8,3.068493150684932,0,1,0,0,0,1,0,0,624.3608857600053,1,0,0,0,0,0,1,1,0,0,0,67.2,67.2,POINT (11.2503 43.7769)
1064,9306481,https://www.airbnb.com/rooms/9306481,2021-12-17,42112573,2015-08-21,2,Centro Storico,43.7802,11.26066,Entire home/apt,5,3.0,180.0,2.0,8,8,8,182,139,7,2,,t,1,1.91,11.2,2016.0,3.068493150684932,0,1,0,0,1,1,0,1,873.5299731242075,1,0,0,0,0,0,1,1,0,0,0,67.2,67.2,POINT (11.2607 43.7802)
1065,9306998,https://www.airbnb.com/rooms/9306998,2021-12-17,26894194,2015-01-29,76,Centro Storico,43.775,11.25585,Entire home/apt,6,2.0,108.0,1.1,5,28,41,41,134,16,1,,t,64,1.86,25.6,2764.8,7.013698630136987,0,1,1,0,0,1,0,1,211.45002195066405,1,0,0,0,0,0,1,1,1,1,1,153.60000000000002,153.60000000000002,POINT (11.2559 43.775)
1066,9307265,https://www.airbnb.com/rooms/9307265,2021-12-17,26894194,2015-01-29,76,Centro Storico,43.78115,11.25753,Entire home/apt,7,2.0,101.0,1.1,17,44,71,344,175,28,2,,t,64,2.39,44.8,4524.8,12.273972602739727,0,1,1,0,0,1,0,1,902.8600721335076,1,0,0,0,0,0,1,1,1,1,1,268.8,268.8,POINT (11.2575 43.7811)
1067,9329774,https://www.airbnb.com/rooms/9329774,2021-12-17,46641435,2015-10-15,7,Centro Storico,43.7637,11.24681,Entire home/apt,4,1.0,29.0,1.0,6,33,63,153,146,8,0,,f,7,1.99,12.8,371.2,3.5068493150684934,0,1,1,0,0,1,0,0,1279.973688824888,1,0,0,0,0,0,1,1,1,1,0,76.80000000000001,76.80000000000001,POINT (11.2468 43.7637)
1068,9358187,https://www.airbnb.com/rooms/9358187,2021-12-17,46146195,2015-10-09,3,Centro Storico,43.76671,11.25121,Entire home/apt,6,2.0,75.0,2.0,5,5,5,5,55,1,0,,t,3,0.76,1.6,120.0,0.4383561643835617,0,1,1,0,0,1,0,1,807.9667747689496,1,0,0,0,0,0,1,1,1,0,1,9.6,9.6,POINT (11.2512 43.7667)
1069,9395740,https://www.airbnb.com/rooms/9395740,2021-12-17,4746480,2013-01-18,1,Centro Storico,43.77611,11.26317,Entire home/apt,3,2.0,110.0,3.0,27,57,87,362,12,1,0,,f,1,0.17,1.6,176.0,0.4383561643835617,0,1,0,1,0,0,0,0,667.1320865320073,1,0,0,0,0,0,1,1,0,1,0,9.6,9.6,POINT (11.2632 43.7761)
1070,9400728,https://www.airbnb.com/rooms/9400728,2021-12-17,48753194,2015-11-11,1,Centro Storico,43.76985,11.24564,Entire home/apt,4,1.0,100.0,3.0,25,55,85,360,54,6,2,,t,1,0.79,9.6,960.0,2.63013698630137,0,1,0,1,0,0,0,1,908.926673718145,1,0,0,0,0,0,1,1,0,1,0,57.60000000000001,57.60000000000001,POINT (11.2456 43.7698)
1071,9426360,https://www.airbnb.com/rooms/9426360,2021-12-17,18332765,2014-07-18,1,Campo di Marte,43.79217,11.27431,Entire home/apt,3,1.0,65.0,3.0,0,0,0,77,161,1,0,,f,1,2.18,1.6,104.0,0.4383561643835617,0,1,0,1,0,1,0,0,2581.065127802664,0,0,0,0,1,0,1,1,0,0,0,9.6,9.6,POINT (11.2743 43.7922)
1072,9426475,https://www.airbnb.com/rooms/9426475,2021-12-17,40124736,2015-07-31,3,Centro Storico,43.7731,11.26535,Entire home/apt,8,3.0,94.0,3.0,12,12,12,12,21,2,2,,t,3,0.29,3.2,300.8,0.8767123287671234,0,1,1,0,0,0,0,1,752.7799441607583,1,0,0,0,0,0,1,1,1,1,1,19.200000000000003,19.200000000000003,POINT (11.2653 43.7731)
